id,func_name,input_text,target_text
1858,expanduser,Summarize Python: def expanduser(self):,Return a new path with expanded ~ and ~user constructs (as returned by os.path.expanduser).
1859,read_uint1,Summarize Python: def read_uint1(f):,>>> import io >>> read_uint1(io.BytesIO(b'\xff')) 255.
1860,read_uint2,Summarize Python: def read_uint2(f):,>>> import io >>> read_uint2(io.BytesIO(b'\xff\x00')) 255 >>> read_uint2(io.BytesIO(b'\xff\xff')) 65535.
1861,read_int4,Summarize Python: def read_int4(f):,>>> import io >>> read_int4(io.BytesIO(b'\xff\x00\x00\x00')) 255 >>> read_int4(io.BytesIO(b'\x00\x00\x00\x80')) == -(2**31) True.
1862,read_uint4,Summarize Python: def read_uint4(f):,>>> import io >>> read_uint4(io.BytesIO(b'\xff\x00\x00\x00')) 255 >>> read_uint4(io.BytesIO(b'\x00\x00\x00\x80')) == 2**31 True.
1863,read_uint8,Summarize Python: def read_uint8(f):,>>> import io >>> read_uint8(io.BytesIO(b'\xff\x00\x00\x00\x00\x00\x00\x00')) 255 >>> read_uint8(io.BytesIO(b'\xff' * 8)) == 2**64-1 True.
1864,read_stringnl,"Summarize Python: def read_stringnl(f, decode=True, stripquotes=True):",">>> import io >>> read_stringnl(io.BytesIO(b""'abcd'\nefg\n"")) 'abcd'."
1865,read_stringnl_noescape_pair,Summarize Python: def read_stringnl_noescape_pair(f):,">>> import io >>> read_stringnl_noescape_pair(io.BytesIO(b""Queue\nEmpty\njunk"")) 'Queue Empty'."
1866,read_string1,Summarize Python: def read_string1(f):,">>> import io >>> read_string1(io.BytesIO(b""\x00"")) '' >>> read_string1(io.BytesIO(b""\x03abcdef"")) 'abc'."
1867,read_string4,Summarize Python: def read_string4(f):,">>> import io >>> read_string4(io.BytesIO(b""\x00\x00\x00\x00abc"")) '' >>> read_string4(io.BytesIO(b""\x03\x00\x00\x00abcdef"")) 'abc' >>> read_string4(io.BytesIO(b""\x00\x00\x00\x03abcdef"")) Traceback (most recent call last): ."
1868,read_bytes1,Summarize Python: def read_bytes1(f):,">>> import io >>> read_bytes1(io.BytesIO(b""\x00"")) b'' >>> read_bytes1(io.BytesIO(b""\x03abcdef"")) b'abc'."
1869,read_bytes4,Summarize Python: def read_bytes4(f):,">>> import io >>> read_bytes4(io.BytesIO(b""\x00\x00\x00\x00abc"")) b'' >>> read_bytes4(io.BytesIO(b""\x03\x00\x00\x00abcdef"")) b'abc' >>> read_bytes4(io.BytesIO(b""\x00\x00\x00\x03abcdef"")) Traceback (most recent call last): ."
1870,read_bytes8,Summarize Python: def read_bytes8(f):,">>> import io, struct, sys >>> read_bytes8(io.BytesIO(b""\x00\x00\x00\x00\x00\x00\x00\x00abc"")) b'' >>> read_bytes8(io.BytesIO(b""\x03\x00\x00\x00\x00\x00\x00\x00abcdef"")) b'abc' >>> bigsize8 = struct.pack(""<Q"", sys.maxsize//3) >>> read_bytes8(io.BytesIO(bigsize8 + b""abcdef""))  #doctest: +ELLIPSIS Traceback (most recent call last): ."
1871,read_bytearray8,Summarize Python: def read_bytearray8(f):,">>> import io, struct, sys >>> read_bytearray8(io.BytesIO(b""\x00\x00\x00\x00\x00\x00\x00\x00abc"")) bytearray(b'') >>> read_bytearray8(io.BytesIO(b""\x03\x00\x00\x00\x00\x00\x00\x00abcdef"")) bytearray(b'abc') >>> bigsize8 = struct.pack(""<Q"", sys.maxsize//3) >>> read_bytearray8(io.BytesIO(bigsize8 + b""abcdef""))  #doctest: +ELLIPSIS Traceback (most recent call last): ."
1872,read_unicodestringnl,Summarize Python: def read_unicodestringnl(f):,">>> import io >>> read_unicodestringnl(io.BytesIO(b""abc\\uabcd\njunk"")) == 'abc\uabcd' True."
1873,read_unicodestring1,Summarize Python: def read_unicodestring1(f):,>>> import io >>> s = 'abcd\uabcd' >>> enc = s.encode('utf-8') >>> enc b'abcd\xea\xaf\x8d' >>> n = bytes([len(enc)])  # little-endian 1-byte length >>> t = read_unicodestring1(io.BytesIO(n + enc + b'junk')) >>> s == t True.
1874,read_unicodestring4,Summarize Python: def read_unicodestring4(f):,">>> import io >>> s = 'abcd\uabcd' >>> enc = s.encode('utf-8') >>> enc b'abcd\xea\xaf\x8d' >>> n = bytes([len(enc), 0, 0, 0])  # little-endian 4-byte length >>> t = read_unicodestring4(io.BytesIO(n + enc + b'junk')) >>> s == t True."
1875,read_unicodestring8,Summarize Python: def read_unicodestring8(f):,>>> import io >>> s = 'abcd\uabcd' >>> enc = s.encode('utf-8') >>> enc b'abcd\xea\xaf\x8d' >>> n = bytes([len(enc)]) + b'\0' * 7  # little-endian 8-byte length >>> t = read_unicodestring8(io.BytesIO(n + enc + b'junk')) >>> s == t True.
1876,read_decimalnl_short,Summarize Python: def read_decimalnl_short(f):,">>> import io >>> read_decimalnl_short(io.BytesIO(b""1234\n56"")) 1234."
1877,read_decimalnl_long,Summarize Python: def read_decimalnl_long(f):,>>> import io.
1878,read_floatnl,Summarize Python: def read_floatnl(f):,">>> import io >>> read_floatnl(io.BytesIO(b""-1.25\n6"")) -1.25."
1879,read_float8,Summarize Python: def read_float8(f):,">>> import io, struct >>> raw = struct.pack("">d"", -1.25) >>> raw b'\xbf\xf4\x00\x00\x00\x00\x00\x00' >>> read_float8(io.BytesIO(raw + b""\n"")) -1.25."
1880,read_long1,Summarize Python: def read_long1(f):,">>> import io >>> read_long1(io.BytesIO(b""\x00"")) 0 >>> read_long1(io.BytesIO(b""\x02\xff\x00"")) 255 >>> read_long1(io.BytesIO(b""\x02\xff\x7f"")) 32767 >>> read_long1(io.BytesIO(b""\x02\x00\xff"")) -256 >>> read_long1(io.BytesIO(b""\x02\x00\x80"")) -32768."
1881,read_long4,Summarize Python: def read_long4(f):,">>> import io >>> read_long4(io.BytesIO(b""\x02\x00\x00\x00\xff\x00"")) 255 >>> read_long4(io.BytesIO(b""\x02\x00\x00\x00\xff\x7f"")) 32767 >>> read_long4(io.BytesIO(b""\x02\x00\x00\x00\x00\xff"")) -256 >>> read_long4(io.BytesIO(b""\x02\x00\x00\x00\x00\x80"")) -32768 >>> read_long1(io.BytesIO(b""\x00\x00\x00\x00"")) 0."
1882,genops,Summarize Python: def genops(pickle):,Generate all the opcodes in a pickle.
1883,optimize,Summarize Python: def optimize(p):,Optimize a pickle string by removing unused PUT opcodes.
1884,dis,"Summarize Python: def dis(pickle, out=None, memo=None, indentlevel=4, annotate=0):",Produce a symbolic disassembly of a pickle.
1885,print_list,"Summarize Python: def print_list(extracted_list, file=None):",Print the list of tuples as returned by extract_tb() or extract_stack() as a formatted stack trace to the given file.
1886,format_list,Summarize Python: def format_list(extracted_list):,Format a list of tuples or FrameSummary objects for printing.
1887,print_tb,"Summarize Python: def print_tb(tb, limit=None, file=None):",Print up to 'limit' stack trace entries from the traceback 'tb'.
1888,format_tb,"Summarize Python: def format_tb(tb, limit=None):","A shorthand for 'format_list(extract_tb(tb, limit))'."
1889,extract_tb,"Summarize Python: def extract_tb(tb, limit=None):",Return a StackSummary object representing a list of pre-processed entries from traceback.
1890,print_exception,"Summarize Python: def print_exception(exc, /, value=_sentinel, tb=_sentinel, limit=None, file=None, chain=True):",Print exception up to 'limit' stack trace entries from 'tb' to 'file'.
1891,format_exception,"Summarize Python: def format_exception(exc, /, value=_sentinel, tb=_sentinel, limit=None, chain=True):",Format a stack trace and the exception information.
1892,format_exception_only,"Summarize Python: def format_exception_only(exc, /, value=_sentinel):",Format the exception part of a traceback.
1893,print_exc,"Summarize Python: def print_exc(limit=None, file=None, chain=True):","Shorthand for 'print_exception(sys.exception(), limit, file, chain)'."
1894,format_exc,"Summarize Python: def format_exc(limit=None, chain=True):",Like print_exc() but return a string.
1895,print_last,"Summarize Python: def print_last(limit=None, file=None, chain=True):","This is a shorthand for 'print_exception(sys.last_exc, limit, file, chain)'."
1896,print_stack,"Summarize Python: def print_stack(f=None, limit=None, file=None):",Print a stack trace from its invocation point.
1897,format_stack,"Summarize Python: def format_stack(f=None, limit=None):","Shorthand for 'format_list(extract_stack(f, limit))'."
1898,extract_stack,"Summarize Python: def extract_stack(f=None, limit=None):",Extract the raw traceback from the current stack frame.
1899,clear_frames,Summarize Python: def clear_frames(tb):,Clear all references to local variables in the frames of a traceback.
1900,walk_stack,Summarize Python: def walk_stack(f):,Walk a stack yielding the frame and line number for each frame.
